year,lobbyist_name,agency,agency_address
2025,RYAN BRUNNER,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MACKENZIE DECKER,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,IAN FURY,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MEGAN GOLTZ,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,SARAH HITCHCOCK,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BETH HOLLATZ,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,KATIE HRUSKA,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JON KOTILNEK,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,LAURA RINGLING,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BEN KOISTI,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BRAD OTTEN,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MATT MICHELS,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MATT MCCAULLEY,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,RYAN BRUNNER,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MACKENZIE DECKER,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MEGAN GOLTZ,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,SARAH HITCHCOCK,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,LAURA RINGLING,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,KATIE HRUSKA,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JON KOTILNEK,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JOSIE HARMS,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,BRADI STAMPE,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,IAN FURY,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,BRAD OTTEN,GOVERNOR'S OFFICE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LAUSENG MARK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2012,PAUL J KOSTBOTH,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2013,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2014,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2015,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2015,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2016,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2017,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2018,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2018,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2018,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2019,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2019,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2019,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2019,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2020,MARK LAUSENG,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2020,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2020,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2021,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2021,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2021,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2022,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2022,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2022,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2023,LORRAINE POLAK,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2023,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2023,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2024,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2024,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2024,CHAS OLSON,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2025,CHAS OLSON,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2025,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2025,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2025,AMY ELDRIDGE,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2026,CHAS OLSON,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2026,TODD HIGHT,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2026,AMY ELDRIDGE,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2026,MIKE HARSMA,HOUSING DEVELOPMENT AUTHORITY,"3060 EAST ELIZABETH STREET, PO BOX 1237 PIERRE, SD 57501"
2023,TIFFANY SANDERSON,LAKE AREA TECHNICAL COLLEGE,
2023,DIANE STILES,LAKE AREA TECHNICAL COLLEGE,
2024,CAM COREY,LAKE AREA TECHNICAL COLLEGE,
2024,TIFFANY SANDERSON,LAKE AREA TECHNICAL COLLEGE,"1201 ARROW AVE PO BOX 730 WATERTOWN, SD 57201"
2025,TIFFANY SANDERSON,LAKE AREA TECHNICAL COLLEGE,
2025,CAMERON COREY,LAKE AREA TECHNICAL COLLEGE,
2026,TIFFANY SANDERSON,LAKE AREA TECHNICAL COLLEGE,
2026,CAMERON COREY,LAKE AREA TECHNICAL COLLEGE,
2019,PORTER DEERING,LOBBYIST INTERN,"500 E CAPITOL AVENUE PIERRE, SD 57501"
2019,HOPE SHORTY,LOBBYIST INTERN,"500 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ROSS B GARELICK BELL,LOWER BRULE SIOUX TRIBE,"187 OYATE CIRCLE LOWER BRULE, SD 57548"
2013,DJ BUTHE,MINNEHAHA COUNTY,"2124 E 60TH ST NORTH , SD 57104"
2024,MARK WILSON,MITCHELL TECHNICAL COLLEGE,"MITCHELL, SD 57301"
2025,THERESA KRIESE,MITCHELL TECHNICAL COLLEGE,"MITCHELL, SD 57301"
2026,THERESA KRIESE,MITCHELL TECHNICAL COLLEGE,"MITCHELL, SD 57301"
2012,PAT BEAUDETTE,NAPA TO PLATTE REGIONAL RAILROAD AUTHORITY,"701 S MAIN , SD 57380"
2012,ALAN LAFAVE,NORTHERN STATE UNIVERSITY,"- , SD"
2015,JAMES SMITH,NORTHERN STATE UNIVERSITY,"- , SD"
2015,VERONICA PAULSON,NORTHERN STATE UNIVERSITY,"- , SD"
2015,TOM HAWLEY,NORTHERN STATE UNIVERSITY,"- , SD"
2016,JAMES SMITH,NORTHERN STATE UNIVERSITY,"- , SD"
2016,VERONICA PAULSON,NORTHERN STATE UNIVERSITY,"- , SD"
2016,ALAN LAFAVE,NORTHERN STATE UNIVERSITY,"- , SD"
2016,MIKE RICHARDS,PLUMBING COMMISSION,"- , SD"
2019,NINA RIPLEY,PLUMBING COMMISSION,"- , SD"
2020,NINA RIPLEY,PLUMBING COMMISSION,"- , SD"
2021,NINA RIPLEY,PLUMBING COMMISSION,"- , SD"
2013,FRED MAGNAVITO,PSYCHOLOGIST EXAMINERS,"- , SD"
2013,TOM STANAGE,PSYCHOLOGIST EXAMINERS,"- , SD"
2013,CAROL TELLINGHUISEN,PSYCHOLOGIST EXAMINERS,"- , SD"
2013,LORIN D PANKRATZ,PSYCHOLOGIST EXAMINERS,"- , SD"
2013,THOMAS S STANAGE,PSYCHOLOGIST EXAMINERS,"- , SD"
2012,SMITH JOHN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,WIEST ROLAYNE,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,RISLOV GREG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,ROUNDS BRIAN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,DAUGAARD CHRIS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,CREMER KAREN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SEMMLER KARA,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,MEHLHAFF JIM,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,MOHR LEAH,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,VAN GERPEN PATRICIA,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,KEMNITZ CINDY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,GREGG DEB,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SOLEM NATHAN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BRIAN ROUNDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JOHN SMITH,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,NATHAN SOLEM,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,ROLAYNE WIEST,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JOHN SMITH,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,ROLAYNE WEST,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BRIAN ROUNDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,GEG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,ROLAYNE WIEST,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JOHN SMITH,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BRIAN ROUNDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BRIAN ROUNDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ROLAYNE WIEST,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,[ATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JIM MEHLHAFF,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,AMANDA REISSS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,AMANDA REISSS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
